	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction
HSPA8	6294.00986447878	1.11351169521249	0.18358924285337	6.06523387702966	1.3176177363783e-09	2.15619936208031e-08	up
MYBL2	132.081957101539	2.02128375373748	0.333294318276922	6.06456108879141	1.32314481704511e-09	2.16272635967479e-08	up
ZRSR2	215.386046734019	-1.3625788732236	0.224745363036532	-6.06276745741854	1.33799050329989e-09	2.18445209115988e-08	down
HAX1	1194.47697163821	1.23045767750272	0.203052396031562	6.05980378242599	1.36287701431818e-09	2.21992609389e-08	up
HIRA	471.072434572344	-1.01383064711272	0.16731112743456	-6.05955301753172	1.36500331556683e-09	2.22081615820867e-08	down
CYP4F12	61.2783441985716	-2.48347274498422	0.409866531231253	-6.05922307811711	1.36780588501314e-09	2.22280315903233e-08	down
SDF2L1	156.206833677305	1.75330078772311	0.289463060258625	6.05707956710124	1.38615034721286e-09	2.25001332918835e-08	up
PGLS	785.884084951553	1.18015421306235	0.194922119049629	6.05449098756141	1.40862360515501e-09	2.28385490399815e-08	up
AURKA	107.44454889989	1.49842707029044	0.247522473255589	6.05370110674022	1.41555154669433e-09	2.29244332855786e-08	up
LSM10	781.709070432519	1.57162055773579	0.259658128498901	6.05265302812361	1.42479539617785e-09	2.30475821450771e-08	up
ANKRD49	953.557439862457	1.13497213167698	0.18755384981841	6.05144673263632	1.43550752730819e-09	2.31941716222659e-08	up
GDPD5	422.066232973334	-1.12341153387076	0.185919474967092	-6.04246292148577	1.51779237169855e-09	2.44955308484116e-08	down
SS18L1	325.986437540735	-1.26706282745969	0.209702568010528	-6.0421903245175	1.52035968053121e-09	2.45088257215908e-08	down
BBS10	338.050196864009	1.23684043716582	0.204783698627255	6.03974068960003	1.54362096179707e-09	2.48553033905859e-08	up
PRKX	523.805493083762	-1.59114600829635	0.263529035518637	-6.03783945539398	1.56191344668469e-09	2.50923626514819e-08	down
DOK2	2128.96859095798	1.38989598668598	0.230269454284163	6.03595466453306	1.58025618089057e-09	2.53002974200213e-08	up
HERPUD2	1400.24146019994	-1.02232930980522	0.169370792567826	-6.03604254491412	1.57939628484797e-09	2.53002974200213e-08	down
AOC2	107.59762243852	-2.54819815074547	0.422154082124563	-6.03618029208961	1.57804936734798e-09	2.53002974200213e-08	down
OTULIN	1462.22504901638	-1.06585586627456	0.176756669681482	-6.03007438528483	1.63884228896666e-09	2.61786432454596e-08	down
IMP4	811.167321635015	1.05948559738563	0.175789908139602	6.02699898189973	1.6703205510398e-09	2.66511872712446e-08	up
CRIP1	1145.60903966348	1.42844678215201	0.237031396589014	6.02640326432698	1.67648576719375e-09	2.67192295118396e-08	up
PVALB	49.8019941772255	3.21932559365091	0.534445300189184	6.0236764969424	1.70498991000181e-09	2.71427442411047e-08	up
CASP8	3827.445031585	-1.04799102100382	0.174014986214272	-6.02241820548368	1.71830212360319e-09	2.72928507926442e-08	down
CD14	8721.63069412262	1.49077295499301	0.247603771187517	6.02080068426748	1.73556370043092e-09	2.75074399709038e-08	up
MFNG	2241.50302233916	1.07022078738607	0.177754344034006	6.02078555774322	1.73572591976891e-09	2.75074399709038e-08	up
GPS1	1257.85709719013	1.27457658902085	0.211871578295011	6.01579786811293	1.79002820017793e-09	2.83360657769157e-08	up
UQCRH	470.420893996743	1.1621692638492	0.193227891314551	6.01450057723463	1.80442124391638e-09	2.85317766318701e-08	up
CARD8	4091.95701700869	-1.17941854915321	0.196122443711393	-6.01368475139339	1.81353026996567e-09	2.86435898931544e-08	down
RRP9	274.707625840139	1.44024537137279	0.239591363837341	6.01125745229524	1.84089781695423e-09	2.90432105644507e-08	up
RAB22A	1035.4776999393	-1.17987448073208	0.196409428153481	-6.00721916368538	1.88732322104754e-09	2.97089613866352e-08	down
NLRP1	281.368533340443	-1.54362327680554	0.256954529845745	-6.0073791177459	1.88546283426828e-09	2.97089613866352e-08	down
SPATA6L	52.068193694476	-1.7093293299812	0.284566193193333	-6.00678988181806	1.89232493949604e-09	2.97543754748275e-08	down
MCTP1	583.561584623919	1.27948355000893	0.213075268798181	6.0048430642639	1.91517057938148e-09	3.00463759312115e-08	up
NBPF1	485.704163373445	-1.31835855970455	0.21954403407869	-6.00498467306115	1.91349979658612e-09	3.00463759312115e-08	down
STK38	4535.07689805678	-1.11946330020115	0.186437261728843	-6.00450408797206	1.91917579399177e-09	3.0075645636725e-08	down
TMEM141	366.906679648542	1.49811334108049	0.249597440647307	6.00211819959083	1.94759831978647e-09	3.04531585998202e-08	up
CDH26	92.9120617885344	-1.32467706498762	0.220768035960643	-6.00031186228328	1.96938915610168e-09	3.07596704081348e-08	down
FCRL6	805.787216699596	-1.6674265557178	0.27796017679799	-5.99879657196224	1.98785198536425e-09	3.09514392612352e-08	down
MRPS18B	865.98927504677	1.1509104287449	0.191884361020066	5.99793762569609	1.99839246154549e-09	3.10402241236961e-08	up
TUFM	852.31352926863	1.03681014677601	0.17285934631349	5.99799877118415	1.99764032392757e-09	3.10402241236961e-08	up
DPP7	1290.92539120859	1.33033825735705	0.221903096791234	5.99513155334027	2.03320780451057e-09	3.15461391920587e-08	up
PPARD	580.893631775924	-1.04437128248439	0.174224380120206	-5.99440377841396	2.04233348184979e-09	3.16527913499035e-08	down
VPS50	1500.91670575289	1.38302544597798	0.230863189448056	5.99067113854094	2.08976836450695e-09	3.22903016862481e-08	up
IDS	4315.6618850276	-1.66113137021086	0.277288482635617	-5.99062519446126	2.09035886280755e-09	3.22903016862481e-08	down
TMA7	498.522925288181	1.103094688342	0.184143811728373	5.99039781998841	2.0932835968176e-09	3.22999863012788e-08	up
NDUFAF4	183.741948357771	1.61729106675451	0.270030298336406	5.98929481883427	2.10752824932873e-09	3.24841278517697e-08	up
EFCAB12	49.6050548664791	-1.80950584083761	0.302140722680199	-5.98895052870076	2.11199387302446e-09	3.25173032564128e-08	down
NDUFB7	560.690107412333	1.8167787582773	0.303622685998786	5.98367263730932	2.18161571870956e-09	3.3464144229629e-08	up
ANAPC13	573.422877940968	1.01061081692578	0.168897680304152	5.98356836580504	2.18301346365297e-09	3.3464144229629e-08	up
BRIX1	398.857692699202	1.36371705240597	0.22800694834415	5.9810328689966	2.21727122205527e-09	3.39153227077595e-08	up
ZNF524	219.102613874917	1.22647849828033	0.205058794708876	5.98110654079272	2.21626847644616e-09	3.39153227077595e-08	up
COPE	1825.07035969518	1.2433651604761	0.207937272596039	5.97952038589826	2.23795554905417e-09	3.41945012533201e-08	up
CDC42	807.722687828652	1.03801389971833	0.173619305884684	5.97867785744846	2.24955913878377e-09	3.43344764537279e-08	up
NKX3-1	49.3466228750106	-3.42230923365805	0.572440003107313	-5.97845925351322	2.25257938955815e-09	3.43432846844024e-08	down
CAMK2G	1993.46749463006	-1.02844285737008	0.172047915337941	-5.97765369809906	2.26374314629607e-09	3.44760968661796e-08	down
ABCC5	720.694650244992	-1.23465189579917	0.206554661120495	-5.97736158119872	2.26780473662507e-09	3.45005748730938e-08	down
CNOT1	3301.87078047997	-1.02669036180031	0.171874575875816	-5.97348593629186	2.32236815872356e-09	3.52163206118415e-08	down
B3GNTL1	292.37862356506	-1.28438201687921	0.215082115234434	-5.97158910902128	2.34953670955868e-09	3.55899111274423e-08	down
CFD	1276.49344543864	1.68585942104504	0.282483209042784	5.96799868833869	2.40181299686248e-09	3.63426106532787e-08	up
PFKFB2	332.869579329006	-1.16281073680848	0.194860051255745	-5.96741471284095	2.41042207368407e-09	3.64336592363193e-08	down
ENTPD1	3468.73836194758	-1.29799728240226	0.21755861842373	-5.96619564789755	2.42849072963622e-09	3.66673406944106e-08	down
RNF144A	1656.67982214723	-1.48893179865075	0.249647502362327	-5.9641365708109	2.45930984431166e-09	3.70928309887221e-08	down
ABHD13	1397.54835829472	1.26016896690785	0.21139490510366	5.96120784599756	2.50380249453428e-09	3.77234208635245e-08	up
FAM126A	1783.10559161885	1.11957168661699	0.187820815637521	5.960849881398	2.50929410155445e-09	3.77656822115106e-08	up
DHRS12	307.749702669295	-1.48784590753475	0.249632352154656	-5.96014857326256	2.52008703651092e-09	3.78875545157584e-08	down
CFLAR	6186.9756937206	-1.0232662419464	0.171707844506685	-5.95934475146565	2.53251324206585e-09	3.79525998333898e-08	down
AKR1B1	879.542754069863	1.19747294423297	0.200954971087769	5.95891177884804	2.53923123286645e-09	3.80127512677355e-08	up
KLF7	1474.31099108416	-1.8767039801905	0.315195382672226	-5.95409731030894	2.61511177221148e-09	3.90240193014616e-08	down
TOP2A	207.057615659771	1.63654972544708	0.274931046701102	5.95258245688888	2.63944076053638e-09	3.93453009234994e-08	up
USP1	1370.55687657162	1.32225077041761	0.222161533962116	5.95175387402161	2.65284115451565e-09	3.95031653697315e-08	up
LMBRD2	961.951466785405	1.28451493207304	0.216005793267026	5.94666889551948	2.73654159915e-09	4.06204490593998e-08	up
SNAPC2	206.886103796993	1.18304682500527	0.198965618648746	5.94598621128521	2.74797280095771e-09	4.07471030201081e-08	up
LCMT2	299.027070423176	1.20617633565567	0.202883540818355	5.94516603362904	2.76176776256806e-09	4.08661420213117e-08	up
BNIPL	21.4297344557405	-2.23865115920467	0.376549991005368	-5.94516322581126	2.76181510423604e-09	4.08661420213117e-08	down
VPS4B	1221.26820280021	-1.04423456846646	0.175724071089563	-5.9424674262995	2.80763458703805e-09	4.15004409989421e-08	down
KCTD13	406.83121123837	-1.07504378742394	0.180933289254599	-5.94165834188313	2.821530124463e-09	4.16620262180425e-08	down
RNF26	501.144708364614	1.25264655060659	0.210887779079652	5.9398726473072	2.85243577916867e-09	4.19860625631142e-08	up
MBD3	767.197393749747	1.12166826733124	0.188833706632237	5.93997908178409	2.85058447723651e-09	4.19860625631142e-08	up
HIVEP3	292.943937101724	-1.93573260544394	0.325907835752094	-5.9395092510644	2.85876545437684e-09	4.20352154729866e-08	down
ZBTB40	1472.72416713507	-1.1138480682146	0.187628080183874	-5.93646786303543	2.91227968633542e-09	4.27773412234243e-08	down
MRPL36	127.851182433894	1.58703029179008	0.267651727650275	5.92946029425134	3.03931992801792e-09	4.45495145641047e-08	up
PRRC2B	2707.41263241488	-1.11227816908617	0.187590385775707	-5.92929197563496	3.04243679174365e-09	4.45495145641047e-08	down
LITAF	8293.90059516342	-2.01299414160365	0.339513332170681	-5.92905771544688	3.04677991842161e-09	4.45666860699818e-08	down
ACOX1	2388.57685517681	-1.42777954786378	0.240914149869801	-5.926507632015	3.09445010093258e-09	4.52169283459556e-08	down
TNFSF14	401.634318975768	-2.18341932831455	0.368517508770314	-5.92487270306445	3.12539399360939e-09	4.56216649721363e-08	down
CXorf38	1201.23966663681	-1.05637101043495	0.178301581996177	-5.92463060960165	3.13000157030159e-09	4.56229378055373e-08	down
TMX4	2973.29243445534	-1.12140186425342	0.189281242639367	-5.92452716717421	3.13197232569848e-09	4.56229378055373e-08	down
COMT	684.500153196588	1.23303966136534	0.208153258929261	5.92371057608269	3.14757225558239e-09	4.58027155245565e-08	up
ERAL1	495.699585729685	1.13889058729508	0.192376705438362	5.92010651549487	3.21733175902819e-09	4.67694235125741e-08	up
EEF1D	10583.0443823043	1.22273506880817	0.206606103139771	5.91819433320892	3.25495244073848e-09	4.72674240283686e-08	up
PCNX1	688.861646050902	-1.00278205545708	0.169498179265662	-5.91618187169656	3.29500855429393e-09	4.77997267778222e-08	down
NOB1	618.648295063334	1.19924724488393	0.202746331495946	5.9150132879613	3.31848791079253e-09	4.80907057340316e-08	up
CCDC93	692.293457112655	-1.54739779025278	0.26174487771108	-5.91185510022025	3.38276061156516e-09	4.89716435806092e-08	down
SLC38A6	250.952988777029	1.13113370228741	0.19161132466755	5.90327165813373	3.56362744170077e-09	5.14311200698026e-08	up
SDHC	1380.26680471051	1.01431359846953	0.171852147377156	5.9022457033572	3.58586582148523e-09	5.16989906180696e-08	up
PDZK1IP1	107.192594446909	2.57603188868186	0.436611830276149	5.90005059426028	3.6339012237266e-09	5.23378580962344e-08	up
ZCCHC7	1016.07290064682	1.12125451671161	0.190084799034792	5.89870690557629	3.66361351450367e-09	5.27117862572958e-08	up
AOAH	4113.94746328301	-1.23106270100079	0.208715110560038	-5.89829216340647	3.67283216000405e-09	5.27903902588722e-08	down
SLC52A2	279.246010728779	1.35702327713119	0.230092272424223	5.89773512527717	3.68524921412537e-09	5.2914758123555e-08	up
UBR4	8051.1686277392	-1.22778785923879	0.208253456397614	-5.89564216833259	3.73227001245928e-09	5.35352240460614e-08	down
REPS2	286.641491681534	-1.99469838396987	0.338382137365151	-5.89480993146329	3.75112904895466e-09	5.37508879114736e-08	down
ASH1L	754.465496828228	-1.07038696400863	0.181627023941347	-5.89332435659076	3.78502398603686e-09	5.4181346407047e-08	down
RPL27	1277.3276875619	1.30119712353377	0.220825026504265	5.89243503842007	3.80545716135117e-09	5.44052580517953e-08	up
FRY	3456.64451200731	-1.48093720928289	0.251334018696512	-5.89230704607137	3.80840676694647e-09	5.44052580517953e-08	down
TMEM265	158.609943015188	-1.29845020356172	0.22044731578152	-5.8900703733158	3.86031195191362e-09	5.49791338480747e-08	down
KDM2A	4575.39128756093	-1.2999787318898	0.220752483146646	-5.88885213592918	3.88887188177111e-09	5.53298300020814e-08	down
MAML1	1594.6939672087	-1.31436625263797	0.223219864764699	-5.88821364094755	3.9039225712702e-09	5.54878054442318e-08	down
NDUFA8	346.438126865312	1.30122716509768	0.221025366899233	5.88722997433555	3.92722071178599e-09	5.57062982296424e-08	up
RPS20	14111.6367679578	1.14233615435389	0.194062529741638	5.88643338760306	3.94618698846566e-09	5.59189017105462e-08	up
TIMM8B	313.33446094627	1.35381145799913	0.230012946480662	5.88580546753246	3.9612002165165e-09	5.60751172644234e-08	up
ALDOA	11007.7215322942	1.11878848699318	0.190100275396677	5.88525442511132	3.97442113160395e-09	5.62056718782261e-08	up
SYNJ2BP	438.058311345193	-1.32092768034323	0.224476438371354	-5.88448253156084	3.9930130722669e-09	5.64118439767395e-08	down
ADRM1	942.917813419918	1.31481302428695	0.223514338819196	5.8824549298849	4.04225432508143e-09	5.70501697265759e-08	up
STUB1	1012.47278065906	1.0606615412377	0.180324377648017	5.88196424172916	4.05425944888214e-09	5.71622117080604e-08	up
HEG1	879.589498624704	-1.472009527732	0.250287902988547	-5.88126517564599	4.07142268010409e-09	5.73466819781795e-08	down
GPR52	200.75429096134	-1.18457141292908	0.201479586904299	-5.87936193005866	4.11850965611882e-09	5.78938902360623e-08	down
HLA-DOA	916.512382764278	1.31201561421796	0.223252112179133	5.87683404833917	4.18187056673328e-09	5.87042539264075e-08	up
EXOG	644.132385629168	-1.00185987870328	0.170483946226361	-5.87656433863312	4.18868653967324e-09	5.87042539264075e-08	down
TIRAP	265.871887291771	-1.1242083234638	0.191302064413276	-5.87661365240227	4.18743949881318e-09	5.87042539264075e-08	down
RNF38	1593.08177136901	-1.07671017060711	0.183263323409614	-5.87520814626144	4.22312377953550e-09	5.90691054417218e-08	down
ZNF827	404.41178123567	-1.13712901857271	0.19355563551812	-5.87494657817007	4.22979729603373e-09	5.91036387577993e-08	down
ABCC3	683.579075272173	1.44076516888511	0.245293285039179	5.87364292770992	4.26321132398575e-09	5.95113819079124e-08	up
TWISTNB	408.462190719445	1.31791342958071	0.224428025146175	5.87232110928359	4.29735325959604e-09	5.99284670338706e-08	up
COMMD3	181.392325137572	1.0979438206713	0.187003295096501	5.87125387338609	4.325113476082e-09	6.02558177733248e-08	up
UQCR11	587.634267545036	1.26554122542355	0.215656671195382	5.86831475422797	4.40246904035315e-09	6.12121733929221e-08	up
PELI1	4958.02767006515	-1.59829745926864	0.272368591915682	-5.86814157986113	4.40706863106814e-09	6.12155768250246e-08	down
GPR107	1426.74276714943	-1.06649203073218	0.18181531850668	-5.8657985448734	4.46976229351302e-09	6.20251219742473e-08	down
ARPC1B	6199.5898367177	1.07479025106903	0.183255566766765	5.86498009327568	4.49186584873105e-09	6.22703730134244e-08	up
SUPT16H	1634.25402476912	-1.03682953848812	0.176847336452358	-5.86285074622787	4.54987171505437e-09	6.30123612793294e-08	down
ARL5A	976.369429716106	1.37720576220853	0.234925609996233	5.86230578365045	4.56483388166525e-09	6.31573522387485e-08	up
COMMD3-BMI1	336.244049657	1.18534688069054	0.202239589851499	5.86110207977041	4.59805193079088e-09	6.3554391338375e-08	up
TMEM101	521.789405209282	1.29609815957361	0.221184509290949	5.8598052988815	4.63410179339893e-09	6.39897533495175e-08	up
NDUFB2	368.35761937496	1.48921953987822	0.254162734896076	5.85931505846891	4.64780175053524e-09	6.41159462289244e-08	up
MAN2A2	1894.2586887557	-1.22330433699535	0.208809301872132	-5.85847625573914	4.67133387709795e-09	6.43568421510712e-08	down
ID3	126.607442866183	2.17210758539965	0.370826096847825	5.85748307323422	4.69934697375225e-09	6.46261230938316e-08	up
HMBS	187.736853734565	1.48465685606289	0.253469130050835	5.85734781890454	4.70317449846978e-09	6.46261230938316e-08	up
ZDHHC4	368.547758121861	1.10678504889825	0.18897819898806	5.85668111361448	4.72208578089048e-09	6.48226170136498e-08	up
UBAP2	153.690424962486	-1.30629275465368	0.223117557593238	-5.85472864056337	4.77789487140461e-09	6.54608851923339e-08	down
FUBP3	379.632059590598	-1.10898644155134	0.189433648760742	-5.85422098347486	4.79251045161451e-09	6.55971951493137e-08	down
ZNF623	583.354833316339	-1.05851449068696	0.180858409614538	-5.85272475271107	4.8358408486964e-09	6.59974901069178e-08	down
DDX42	1399.84608486975	-1.0404991014306	0.177838659425917	-5.85080378354989	4.89203074169506e-09	6.66995888807056e-08	down
GPR75	53.1638289864121	-1.85886783760633	0.317732262455618	-5.85042206051073	4.90327186685476e-09	6.67880742561796e-08	down
MTOR	741.820072560368	-1.03266061380529	0.17655412138426	-5.84897483960608	4.94611890430001e-09	6.71764187804302e-08	down
TTC30A	79.8226056920463	1.57489127234713	0.269339873219787	5.84722660451386	4.99836391748622e-09	6.76246406045272e-08	up
MRPS23	322.628870804745	1.19515487358033	0.204385781185164	5.84754412293276	4.98883532153228e-09	6.76246406045272e-08	up
ECHDC2	660.354317237312	-1.36208131651032	0.232940004737225	-5.84734819614542	4.99471291274074e-09	6.76246406045272e-08	down
BEX3	153.137651496845	1.88010405806606	0.321584825907418	5.8463705579421	5.02414183396074e-09	6.78812585864146e-08	up
UCP3	66.8431238133038	-1.91750884785067	0.327988066898709	-5.84627625627259	5.02698941370546e-09	6.78812585864146e-08	down
GOLGA2	473.526584337786	-1.50785080281947	0.257953199916833	-5.84544329477449	5.05221022067287e-09	6.81563522763902e-08	down
ST6GALNAC4	203.624960806109	1.14336831844971	0.195609892737624	5.84514567462769	5.06125152564706e-09	6.82128597277283e-08	up
ALOX12	248.729129072737	1.90211991768872	0.325540222231806	5.84296436442895	5.12799905120186e-09	6.89801747968848e-08	up
SLA	3370.29428463108	-1.33941289724729	0.229247514528854	-5.84264959207969	5.13770144197279e-09	6.9044616797143e-08	down
HAT1	819.081004786817	1.2193769098654	0.208802569735602	5.83985585718341	5.2246005642455e-09	6.98784111623207e-08	up
ASGR1	264.773596648156	1.91502021134943	0.328090762505229	5.83686110735565	5.31934021988164e-09	7.10779139456999e-08	up
RAB27A	1668.98276976909	-1.02723724764734	0.176204063895866	-5.82981586766592	5.54885696767084e-09	7.40040629929308e-08	down
MZB1	269.720133425998	2.12127238775109	0.364056986984335	5.82675917120187	5.65140736516588e-09	7.52290088372508e-08	up
TBRG4	576.392839887317	1.39041756573235	0.238835320782066	5.82165804111146	5.8266671461407e-09	7.73772927968975e-08	up
PIGN	1011.93106705909	1.00611326908597	0.172842867254602	5.82097071789458	5.8506820338095e-09	7.75877710842077e-08	up
DVL3	505.558383794323	-1.17904562509084	0.202665790229856	-5.81768449304447	5.96683892951142e-09	7.90535860811895e-08	down
SPRYD4	293.08215467689	1.29458938531259	0.222611895461123	5.81545466216416	6.04693014709375e-09	8.00392627850253e-08	up
IL6ST	6511.05223666236	1.05375308773148	0.181318293515912	5.81162036823938	6.18710220583548e-09	8.1663939631389e-08	up
IFT172	158.330060493131	-1.33140481398911	0.22909339893876	-5.81162451714732	6.1869488375797e-09	8.1663939631389e-08	down
ATG16L2	4069.27357393889	-1.75157541751206	0.30138020100855	-5.81184633778372	6.17875441258603e-09	8.1663939631389e-08	down
SMIM5	142.770513607517	2.33894906066771	0.40250712642505	5.81095068164773	6.21190632961479e-09	8.18376450566027e-08	up
PCK2	718.67346948875	1.31496295881835	0.226289331791694	5.81098078467442	6.21078928824991e-09	8.18376450566027e-08	up
LAMTOR2	247.301588254808	1.26073283697123	0.217116466438738	5.80671221142484	6.37115071119297e-09	8.37785458814214e-08	up
SFSWAP	970.051385961963	-1.11898886800429	0.192747778978031	-5.80545661245638	6.41908261141515e-09	8.43299479146381e-08	down
MED12	1716.55743096995	-1.03346593243979	0.178031366676678	-5.80496544924391	6.43792781554117e-09	8.44166307090166e-08	down
SOCS7	422.801410490887	-1.04797610794978	0.180534755535542	-5.80484408578862	6.44259263602232e-09	8.44166307090166e-08	down
VCPKMT	584.400980970134	-1.13581146646728	0.195672374610424	-5.804659286875	6.44970202614241e-09	8.44166307090166e-08	down
GPR171	634.037029169668	1.78336043156846	0.30728116969501	5.80367626606773	6.4876482129644e-09	8.48342985392005e-08	up
NASP	509.600003707542	-1.26636794894962	0.218214963651135	-5.80330481356992	6.50204333152667e-09	8.49435159026676e-08	down
MRPL28	370.155254387237	1.11189392292434	0.191612176168021	5.80283542079988	6.52027842578889e-09	8.51026497969494e-08	up
FOLR2	110.862602104658	1.90012971563527	0.327634239802027	5.79954560543922	6.64948532206453e-09	8.66281882968129e-08	up
POLE4	209.399720300779	1.18630580101816	0.204579283272062	5.7987582224567	6.68077703668023e-09	8.69552618561241e-08	up
MPST	260.249831102645	1.36944750244772	0.236541991218971	5.78944776523845	7.06182131103011e-09	9.16602236095571e-08	up
RFXANK	420.377018774721	1.16550885663966	0.201393629202154	5.78721810246415	7.15616387850181e-09	9.27135443687558e-08	up
ATF7	801.791428374266	-1.59656715843476	0.276074413934867	-5.78310440174086	7.33345179605708e-09	9.49229575480427e-08	down
MYH3	155.80772567708	-1.51768399815171	0.262488219307243	-5.78191281177177	7.38559855514556e-09	9.55099897789155e-08	down
S100A6	7609.10302407592	1.25395380673202	0.21688695777865	5.78160079137531	7.39931275853492e-09	9.55993928738284e-08	up
S1PR4	1916.42679391353	1.51783355688437	0.262600871243888	5.78000198436012	7.46997443233052e-09	9.63356703737154e-08	up
FIBP	785.94543748424	1.1328004090256	0.196074480019739	5.77739851158376	7.58644534810844e-09	9.76581156212091e-08	up
IGF2R	618.732036005838	-1.77930439451048	0.308032528104803	-5.77635227505939	7.63374631649521e-09	9.81771015287952e-08	down
ERGIC2	1574.07441526223	1.06612943312316	0.184597072612082	5.77544062880976	7.67519609114412e-09	9.8619955624509e-08	up
NFKBIL1	240.955401831096	1.63081669268524	0.282401669843425	5.77481249876967	7.70388250249389e-09	9.88981519064444e-08	up
INO80	352.504665264219	-1.08306383177696	0.187768814897524	-5.76807087144932	8.0184087229805e-09	1.02748196370954e-07	down
POM121C	1071.002733963	-1.27382799156733	0.220836685204505	-5.768190146432	8.01273703914389e-09	1.02748196370954e-07	down
NDUFS3	659.612161820589	1.21763439019145	0.211159923884982	5.76640854850228	8.09786185015332e-09	1.03671806946817e-07	up
RTKN2	280.692554051548	1.48982099864415	0.25855878932552	5.76202032245943	8.31129877751526e-09	1.06114375036814e-07	up
AUH	1095.43657267398	-1.24967715644872	0.216913580913638	-5.76117526244829	8.35302472788413e-09	1.06476275655646e-07	down
MUSTN1	52.5263945273285	-1.58320280076021	0.274834158107013	-5.76057507430992	8.38278342727184e-09	1.06736219780036e-07	down
OVCA2	678.855522508156	1.32989195293372	0.230949451935341	5.7583680835322	8.49310003988642e-09	1.07945304937327e-07	up
GUCA1B	31.2539786573385	-1.80370448043623	0.313382686285769	-5.75559710019035	8.63360780297415e-09	1.09533054951632e-07	down
TBRG1	1314.52609654484	-1.02225299790229	0.177626831878088	-5.75505956557227	8.66112498597949e-09	1.09783078384052e-07	down
RNASE6	771.432684405896	1.01400547621877	0.176212441471947	5.75444882182286	8.69249333104022e-09	1.1008142230129e-07	up
FYCO1	638.665897037084	-1.31056181095697	0.22785086979267	-5.75184028109919	8.82771811027386e-09	1.1165038219003e-07	down
R3HDM2	1430.55569601346	-1.40268574084761	0.243870991323926	-5.75175314305616	8.83227039875599e-09	1.1165038219003e-07	down
FPGT	448.023332315449	1.48072782187918	0.257522085928282	5.74990613539667	8.92930087542483e-09	1.12775545737508e-07	up
ZNF644	4740.74201299562	1.38346910379779	0.240651582993209	5.74884688723127	8.9854140276188e-09	1.13382374314396e-07	up
PPP1R13B	191.85966116251	-1.29774605106411	0.225754598156858	-5.7484811457192	9.00486850473503e-09	1.13525952081669e-07	down
CRBN	2669.68419718476	1.22373427514761	0.212893078714838	5.74811676610095	9.02429125689775e-09	1.13668872937466e-07	up
NUMB	3953.96278995816	-1.42865570409261	0.24893336930433	-5.73910885505279	9.51760322647952e-09	1.19438298761078e-07	down
MED13L	6044.18120800195	-1.45233804430238	0.253065510708362	-5.73898055186225	9.5248156015628e-09	1.19438298761078e-07	down
SNAP29	582.709531825708	-1.05947312202073	0.184634471826365	-5.73821947516432	9.56770776148895e-09	1.19869222819296e-07	down
ZSCAN30	166.146015905787	-1.09361356658329	0.190609119739393	-5.73746716882443	9.61029014231603e-09	1.20295501808136e-07	down
DTNB	152.000866425403	-1.6211893020266	0.282606170746831	-5.73656724388697	9.66147012161391e-09	1.20828545818084e-07	down
C16orf91	185.856933470734	1.21284134636285	0.211447381322184	5.73590147477319	9.69950373822811e-09	1.2098129906679e-07	up
KSR1	102.557692460341	-1.5588809681616	0.271764546084161	-5.73614546350293	9.6855484475027e-09	1.2098129906679e-07	down
NPM1	6343.08650488226	1.06840615132469	0.186342593017257	5.73355846360768	9.83451454066656e-09	1.22339620263849e-07	up
RALGPS1	40.940965567891	-1.40631252750307	0.245303835728286	-5.73294144923519	9.87037138616751e-09	1.22677109262031e-07	down
CHD6	2102.93065013911	-1.00012126071033	0.174483522784316	-5.73189516552007	9.93146520395647e-09	1.23327390788e-07	down
OXLD1	358.795862764906	1.36876296432623	0.238822188145754	5.7313056837536	9.96604749535055e-09	1.23538562294658e-07	up
THEM6	290.777205712893	1.70673350755558	0.297887747983405	5.72945184590357	1.00755685327164e-08	1.24566637523654e-07	up
TRUB1	115.221143717233	1.14021020834571	0.199083832695967	5.7272868062923	1.02049560339531e-08	1.26055419129418e-07	up
ZNHIT2	140.408896082542	2.26653942336726	0.395873291660161	5.725416367096	1.03180366678977e-08	1.27340334890815e-07	up
TRAF5	1045.29645266447	-1.23358242011218	0.215495531896178	-5.72439905949647	1.03800501131644e-08	1.27769145744966e-07	down
PKP4	66.9525588273387	-1.49303136601179	0.260806463639542	-5.72467164032902	1.03633985845514e-08	1.27769145744966e-07	down
NEDD9	2247.72097757224	-1.23499537528884	0.215795852546849	-5.72298012549025	1.04671514091434e-08	1.2872856286818e-07	down
RMDN2	153.517469722676	1.21090852705865	0.211662326753657	5.72094498643572	1.05933196629787e-08	1.30166341348332e-07	up
FUS	2228.38116400742	-1.08314313538764	0.189539657382224	-5.71459899393711	1.0996302071247e-08	1.34647228410731e-07	down
SUB1	2226.19358752662	1.19948513291888	0.209943882985109	5.71336071270036	1.10766541483869e-08	1.35395241185978e-07	up
USP32	2396.177619443	-1.36309442698678	0.238596617792253	-5.71296625911785	1.11023698657076e-08	1.35591670896831e-07	down
FAM71F2	50.0180150505265	-1.93232375016368	0.338404911321668	-5.71009369402127	1.1291399427077e-08	1.37780557071546e-07	down
GMPR	281.760701602262	1.75221554731706	0.306921741791679	5.70899779562168	1.13643362948963e-08	1.38550282131272e-07	up
